run_id,thread_count,io_threads,ssd_threads,query_id,thread_id,query_start_ns,query_end_ns,total_latency_ms,head_latency_ms,ex_latency_ms,io_issue_ms,io_wait_ms,batch_read_total_ms,posting_decode_ms,posting_parse_ms,distance_calc_ms,postings_touched,pages_read,requested_read_bytes,posting_elements_raw,metadata_read_bytes,code_logical_bytes,code_physical_bytes,payload_logical_bytes,payload_physical_bytes,distance_evaluated_count,duplicate_vector_count,coarse_candidate_count_before_dedupe,coarse_candidate_count_after_dedupe,rerank_candidate_count,final_result_count,coarse_candidate_hash,payload_page_hash,final_result_hash,recall,unique_payload_pages,payload_candidates,postings_with_payload,total_payload_page_spans,truth_count,coarse_recall,coarse_recall_after_dedupe,rerank_recall,final_recall,truth_recovered_by_head_result,truth_dropped_per_posting_topr,truth_dropped_global_topr,truth_dropped_rerank_topk,truth_missing_not_observed_in_scanned_posting,truth_missing_not_in_posting_reserved
run_1777697908205,1,4,1,0,0,133075676288968,133075695560714,19.272000,4.912000,14.360000,0.000000,0.000000,9.143180,0.000000,0.000000,0.000000,64,136,557056,3772,0,90528,0,98304,557056,768,0,3685,3268,768,10,5648864407246070501,1752056030920541360,6841121135264563732,1.000000,136,768,63,782,10,9,9,9,10,1,0,0,0,0,0
run_1777697908205,1,4,1,1,0,133075695561005,133075703335914,7.775000,0.523000,7.252000,0.000000,0.000000,3.899943,0.000000,0.000000,0.000000,64,156,638976,4437,0,106488,0,98304,638976,768,0,4192,3609,768,10,7946729051079401996,1245384018888270460,16039449512799201173,0.800000,156,768,64,787,10,8,8,8,8,0,0,0,0,2,0
run_1777697908205,1,4,1,2,0,133075703336229,133075708832316,5.496000,0.506000,4.990000,0.000000,0.000000,2.611147,0.000000,0.000000,0.000000,62,134,548864,3352,0,80448,0,98304,548864,768,0,3280,2700,768,10,10701140413071168500,9884386723204387379,18439783146907918209,1.000000,134,768,62,781,10,8,8,8,10,2,0,0,0,0,0
run_1777697908205,1,4,1,3,0,133075708832552,133075713482596,4.650000,0.481000,4.169000,0.000000,0.000000,2.084125,0.000000,0.000000,0.000000,64,114,466944,3006,0,72144,0,98304,466944,768,0,2971,2240,768,10,8363670965778167321,9423729149694276180,14862532870405576108,1.000000,114,768,63,785,10,8,8,8,10,2,0,0,0,0,0
run_1777697908205,1,4,1,4,0,133075713482748,133075718832464,5.350000,0.488000,4.862000,0.000000,0.000000,2.512807,0.000000,0.000000,0.000000,64,133,544768,3332,0,79968,0,98304,544768,768,0,3295,2791,768,10,5468886517720279237,6264753674443827228,11287415341249878154,1.000000,133,768,63,781,10,8,8,8,10,2,0,0,0,0,0
run_1777697908205,1,4,1,5,0,133075718832565,133075724550151,5.717000,0.419000,5.298000,0.000000,0.000000,2.487190,0.000000,0.000000,0.000000,64,145,593920,3803,0,91272,0,98304,593920,768,0,3680,3372,768,10,3606466456339970157,14692267295406974902,17011678372123821368,1.000000,145,768,64,775,10,9,9,9,10,1,0,0,0,0,0
run_1777697908205,1,4,1,6,0,133075724550636,133075731303880,6.753000,0.493000,6.260000,0.000000,0.000000,2.789068,0.000000,0.000000,0.000000,63,168,688128,4620,0,110880,0,98304,688128,768,0,4436,3947,768,10,14811688139228052045,2073672344401621578,1647249295639594082,0.900000,168,768,63,786,10,8,8,8,9,1,0,0,0,1,0
run_1777697908205,1,4,1,7,0,133075731304280,133075735842241,4.537000,0.371000,4.166000,0.000000,0.000000,2.150800,0.000000,0.000000,0.000000,64,127,520192,3274,0,78576,0,98304,520192,768,0,3261,2256,768,10,13295399659767813823,257803217062203285,16224408989733346580,1.000000,127,768,63,788,10,9,9,9,10,1,0,0,0,0,0
run_1777697908205,1,4,1,8,0,133075735842454,133075741014482,5.172000,0.438000,4.734000,0.000000,0.000000,2.373800,0.000000,0.000000,0.000000,64,141,577536,3762,0,90288,0,98304,577536,768,0,3678,3310,768,10,13889643412212389994,199796198979694926,6282711406892748876,0.900000,141,768,64,781,10,8,8,8,9,1,0,0,0,1,0
run_1777697908205,1,4,1,9,0,133075741014570,133075745817965,4.803000,0.410000,4.393000,0.000000,0.000000,2.265234,0.000000,0.000000,0.000000,64,141,577536,3585,0,86040,0,98304,577536,768,0,3542,3071,768,10,10702124545641002189,5668966332163480973,4369015605394950587,0.900000,141,768,64,782,10,7,7,7,9,2,0,0,0,1,0
