run_id,thread_count,io_threads,ssd_threads,query_id,thread_id,query_start_ns,query_end_ns,total_latency_ms,head_latency_ms,ex_latency_ms,io_issue_ms,io_wait_ms,batch_read_total_ms,posting_decode_ms,posting_parse_ms,distance_calc_ms,postings_touched,pages_read,requested_read_bytes,posting_elements_raw,metadata_read_bytes,code_logical_bytes,code_physical_bytes,payload_logical_bytes,payload_physical_bytes,distance_evaluated_count,duplicate_vector_count,coarse_candidate_count_before_dedupe,coarse_candidate_count_after_dedupe,rerank_candidate_count,final_result_count,coarse_candidate_hash,payload_page_hash,final_result_hash,recall,unique_payload_pages,payload_candidates,postings_with_payload,total_payload_page_spans,truth_count,coarse_recall,coarse_recall_after_dedupe,rerank_recall,final_recall,truth_recovered_by_head_result,truth_dropped_per_posting_topr,truth_dropped_global_topr,truth_dropped_rerank_topk,truth_missing_not_observed_in_scanned_posting,truth_missing_not_in_posting_reserved
run_1777697467526,1,4,1,0,0,132642214015845,132642232087445,18.071000,4.998000,13.073000,0.000000,0.000000,9.508446,0.000000,0.000000,0.000000,64,123,503808,3772,0,90528,0,65536,503808,512,0,1970,1675,512,10,16289837481568172540,2946820563157413079,6841167962967113376,1.000000,123,512,60,521,10,9,9,9,10,1,0,0,0,0,0
run_1777697467526,1,4,1,1,0,132642232087688,132642238546170,6.459000,0.564000,5.895000,0.000000,0.000000,3.758233,0.000000,0.000000,0.000000,64,141,577536,4437,0,106488,0,65536,577536,512,0,1961,1575,512,10,2464341223120339963,11812367582542783096,14318016506224900126,0.800000,141,512,61,527,10,8,8,8,8,0,0,0,0,2,0
run_1777697467526,1,4,1,2,0,132642238546653,132642243300896,4.754000,0.507000,4.247000,0.000000,0.000000,2.450163,0.000000,0.000000,0.000000,62,123,503808,3352,0,80448,0,65536,503808,512,0,1923,1463,512,10,17931537199913847721,16202105350870449670,18439783146907918209,1.000000,123,512,61,520,10,8,8,8,10,2,0,0,0,0,0
run_1777697467526,1,4,1,3,0,132642243301084,132642247345036,4.043000,0.482000,3.561000,0.000000,0.000000,1.961889,0.000000,0.000000,0.000000,64,102,417792,3006,0,72144,0,65536,417792,512,0,1890,1269,512,10,17034668827841816884,8358894805364500829,14862532870405576108,1.000000,102,512,63,525,10,8,8,8,10,2,0,0,0,0,0
run_1777697467526,1,4,1,4,0,132642247345199,132642252364981,5.019000,0.490000,4.529000,0.000000,0.000000,2.739025,0.000000,0.000000,0.000000,64,123,503808,3332,0,79968,0,65536,503808,512,0,1944,1548,512,10,275952532642022320,2957580241561823933,11287415341249878154,1.000000,123,512,63,519,10,8,8,8,10,2,0,0,0,0,0
run_1777697467526,1,4,1,5,0,132642252365181,132642257033553,4.668000,0.440000,4.228000,0.000000,0.000000,2.247110,0.000000,0.000000,0.000000,64,131,536576,3803,0,91272,0,65536,536576,512,0,1966,1726,512,10,13979706522979947228,14687226131410728547,17011678372123821368,1.000000,131,512,63,516,10,9,9,9,10,1,0,0,0,0,0
run_1777697467526,1,4,1,6,0,132642257033768,132642262313461,5.280000,0.503000,4.777000,0.000000,0.000000,2.709952,0.000000,0.000000,0.000000,63,150,614400,4620,0,110880,0,65536,614400,512,0,2016,1676,512,10,14562230639938872660,14031182196006342577,10950205888718734034,0.900000,150,512,63,528,10,8,8,8,9,1,0,0,0,1,0
run_1777697467526,1,4,1,7,0,132642262313695,132642266092277,3.779000,0.467000,3.312000,0.000000,0.000000,1.822456,0.000000,0.000000,0.000000,64,113,462848,3274,0,78576,0,65536,462848,512,0,1977,1217,512,10,2672934079574384021,5555190265942914666,16224408989733346580,1.000000,113,512,61,525,10,9,9,9,10,1,0,0,0,0,0
run_1777697467526,1,4,1,8,0,132642266092473,132642270213299,4.121000,0.342000,3.779000,0.000000,0.000000,2.177655,0.000000,0.000000,0.000000,64,130,532480,3762,0,90288,0,65536,532480,512,0,1998,1703,512,10,10938056783130537308,18299693093722418979,9969335652215632219,0.900000,130,512,64,522,10,8,8,8,9,1,0,0,0,1,0
run_1777697467526,1,4,1,9,0,132642270213471,132642274302406,4.089000,0.357000,3.732000,0.000000,0.000000,2.177171,0.000000,0.000000,0.000000,64,133,544768,3585,0,86040,0,65536,544768,512,0,1999,1629,512,10,15887114946601405127,874732006051483796,10641140244583678493,0.900000,133,512,61,523,10,7,7,7,9,2,0,0,0,1,0
run_1777697467526,1,4,1,10,0,132642274302706,132642278317491,4.015000,0.314000,3.701000,0.000000,0.000000,2.175127,0.000000,0.000000,0.000000,64,127,520192,3598,0,86352,0,65536,520192,512,0,1964,1685,512,10,7482733586558650056,5268344603408530606,7396608433550862396,1.000000,127,512,61,514,10,9,9,9,10,1,0,0,0,0,0
