sample_start_ns,sample_end_ns,psi_io_some_total_us,psi_io_full_total_us,psi_io_some_delta_us,psi_io_full_delta_us
29246688463196,29246788888301,18492859222,17633345616,60345,59411
29246788888301,29246889464647,18492902990,17633387256,43768,41640
29246889464647,29246989864405,18492947187,17633431191,44197,43935
29246989864405,29247090427845,18492997873,17633481383,50686,50192
29247090427845,29247191131191,18493050272,17633533039,52399,51656
29247191131191,29247291606052,18493102759,17633585323,52487,52284
29247291606052,29247392019461,18493154373,17633636569,51614,51246
29247392019461,29247492402246,18493205591,17633687522,51218,50953
29247492402246,29247592865185,18493247852,17633726503,42261,38981
29247592865185,29247693511796,18493300131,17633778301,52279,51798
29247693511796,29247794126096,18493351819,17633829129,51688,50828
29247794126096,29247894614779,18493394411,17633870464,42592,41335
29247894614779,29247995017452,18493438458,17633914116,44047,43652
29247995017452,29248095446356,18493487581,17633961884,49123,47768
29248095446356,29248195930383,18493539773,17634013167,52192,51283
29248195930383,29248296324698,18493592441,17634065028,52668,51861
29248296324698,29248396734363,18493643999,17634115258,51558,50230
29248396734363,29248497123598,18493696424,17634166257,52425,50999
29248497123598,29248597518886,18493746375,17634214432,49951,48175
29248597518886,29248697917662,18493801147,17634267335,54772,52903
29248697917662,29248798624125,18493854847,17634319854,53700,52519
29248798624125,29248899207022,18493902070,17634358683,47223,38829
29248899207022,29248999727754,18493947391,17634403088,45321,44405
29248999727754,29249100244565,18493997273,17634451993,49882,48905
29249100244565,29249200721043,18494048801,17634502632,51528,50639
29249200721043,29249301118277,18494102202,17634554951,53401,52319
29249301118277,29249401507381,18494149112,17634597680,46910,42729
29249401507381,29249501904538,18494200340,17634648080,51228,50400
29249501904538,29249602316976,18494251185,17634694729,50845,46649
29249602316976,29249702824058,18494304513,17634746662,53328,51933
29249702824058,29249803245490,18494364557,17634804937,60044,58275
29249803245490,29249903692384,18494423185,17634853789,58628,48852
29249903692384,29250004096015,18494491043,17634919711,67858,65922
29250004096015,29250104488002,18494557778,17634984771,66735,65060
29250104488002,29250204949383,18494634909,17635060217,77131,75446
29250204949383,29250305322397,18494681924,17635100885,47015,40668
29250305322397,29250405722925,18494742471,17635159141,60547,58256
29250405722925,29250506100359,18494822794,17635237426,80323,78285
29250506100359,29250606499214,18494900912,17635312922,78118,75496
29250606499214,29250706930417,18494979067,17635389500,78155,76578
29250706930417,29250807302847,18495065544,17635474991,86477,85491
29250807302847,29250907592121,18495124923,17635532056,59379,57065
