run_id,thread_count,io_threads,ssd_threads,query_id,thread_id,query_start_ns,query_end_ns,total_latency_ms,head_latency_ms,ex_latency_ms,io_issue_ms,io_wait_ms,batch_read_total_ms,posting_decode_ms,posting_parse_ms,distance_calc_ms,postings_touched,pages_read,requested_read_bytes,posting_elements_raw,metadata_read_bytes,code_logical_bytes,code_physical_bytes,payload_logical_bytes,payload_physical_bytes,distance_evaluated_count,duplicate_vector_count,coarse_candidate_count_before_dedupe,coarse_candidate_count_after_dedupe,rerank_candidate_count,final_result_count,coarse_candidate_hash,payload_page_hash,final_result_hash,recall,unique_payload_pages,payload_candidates,postings_with_payload,total_payload_page_spans,truth_count,coarse_recall,coarse_recall_after_dedupe,rerank_recall,final_recall,truth_recovered_by_head_result,truth_dropped_per_posting_topr,truth_dropped_global_topr,truth_dropped_rerank_topk,truth_missing_not_observed_in_scanned_posting,truth_missing_not_in_posting_reserved
run_1777697617972,1,4,1,0,0,132791703266013,132791721696022,18.430000,5.285000,13.145000,0.000000,0.000000,8.666510,0.000000,0.000000,0.000000,64,106,434176,3772,0,90528,0,49152,434176,384,0,3270,2879,384,10,458395740871195983,4887395063611776299,16743396224537996221,1.000000,106,384,55,391,10,9,9,9,10,1,0,0,0,0,0
run_1777697617972,1,4,1,1,0,132791721696467,132791728391924,6.696000,0.581000,6.115000,0.000000,0.000000,3.513371,0.000000,0.000000,0.000000,64,127,520192,4437,0,106488,0,49152,520192,384,0,3501,2950,384,10,15513015544152763075,2461292098262018082,17582900506091755646,0.800000,127,384,59,393,10,8,8,8,8,0,0,0,0,2,0
run_1777697617972,1,4,1,2,0,132791728392295,132791733225330,4.833000,0.494000,4.339000,0.000000,0.000000,2.256876,0.000000,0.000000,0.000000,62,112,458752,3352,0,80448,0,49152,458752,384,0,2980,2413,384,10,9068273429082947186,1778470884467703253,8586337513529954595,1.000000,112,384,59,392,10,8,8,8,10,2,0,0,0,0,0
run_1777697617972,1,4,1,3,0,132791733225926,132791737057669,3.831000,0.494000,3.337000,0.000000,0.000000,1.570172,0.000000,0.000000,0.000000,64,88,360448,3006,0,72144,0,49152,360448,384,0,2780,2057,384,10,3643696445676702004,789572423833104146,13897188794163542207,1.000000,88,384,57,394,10,8,8,8,10,2,0,0,0,0,0
run_1777697617972,1,4,1,4,0,132791737057821,132791741753577,4.695000,0.389000,4.306000,0.000000,0.000000,2.266631,0.000000,0.000000,0.000000,64,116,475136,3332,0,79968,0,49152,475136,384,0,3024,2529,384,10,3877183685778246774,15198985944068639411,9393272910566742593,1.000000,116,384,63,390,10,8,8,8,10,2,0,0,0,0,0
run_1777697617972,1,4,1,5,0,132791741753711,132791746498721,4.745000,0.438000,4.307000,0.000000,0.000000,1.925142,0.000000,0.000000,0.000000,64,114,466944,3803,0,91272,0,49152,466944,384,0,3234,2931,384,10,13904309928496774147,16271931760042438891,6156509953315345658,1.000000,114,384,57,388,10,9,9,9,10,1,0,0,0,0,0
run_1777697617972,1,4,1,6,0,132791746498947,132791752028876,5.530000,0.482000,5.048000,0.000000,0.000000,2.349033,0.000000,0.000000,0.000000,63,139,569344,4620,0,110880,0,49152,569344,384,0,3681,3226,384,10,9741194822042628544,14978464502366808591,16683073332244091980,0.900000,139,384,62,397,10,8,8,8,9,1,0,0,0,1,0
run_1777697617972,1,4,1,7,0,132791752028973,132791755848596,3.819000,0.459000,3.360000,0.000000,0.000000,1.491949,0.000000,0.000000,0.000000,64,91,372736,3274,0,78576,0,49152,372736,384,0,3006,2030,384,10,5858891175440331070,6448529505613632607,16224408989733346580,1.000000,91,384,52,393,10,9,9,9,10,1,0,0,0,0,0
run_1777697617972,1,4,1,8,0,132791755848684,132791760494050,4.646000,0.422000,4.224000,0.000000,0.000000,1.988772,0.000000,0.000000,0.000000,64,115,471040,3762,0,90288,0,49152,471040,384,0,3317,2959,384,10,3902319467628744434,364780911405013779,7297625398174754022,0.900000,115,384,60,391,10,8,8,8,9,1,0,0,0,1,0
run_1777697617972,1,4,1,9,0,132791760494222,132791765156357,4.662000,0.417000,4.245000,0.000000,0.000000,2.119436,0.000000,0.000000,0.000000,64,128,524288,3585,0,86040,0,49152,524288,384,0,3262,2804,384,10,13135848520189456900,13263048832368052743,10641140244570390716,0.900000,128,384,61,395,10,7,7,7,9,2,0,0,0,1,0
run_1777697617972,1,4,1,10,0,132791765156773,132791769373999,4.218000,0.424000,3.794000,0.000000,0.000000,1.867413,0.000000,0.000000,0.000000,64,114,466944,3598,0,86352,0,49152,466944,384,0,3146,2805,384,10,13771074480636436774,1674812529928114859,7377395311179958219,1.000000,114,384,59,385,10,9,9,9,10,1,0,0,0,0,0
run_1777697617972,1,4,1,11,0,132791769374206,132791773535620,4.161000,0.471000,3.690000,0.000000,0.000000,1.867948,0.000000,0.000000,0.000000,64,114,466944,3689,0,88536,0,49152,466944,384,0,3287,2826,384,10,11344020554259462870,15421921452582219309,18418111789423623583,1.000000,114,384,60,388,10,9,9,9,10,1,0,0,0,0,0
run_1777697617972,1,4,1,12,0,132791773535809,132791778177105,4.641000,0.444000,4.197000,0.000000,0.000000,2.142145,0.000000,0.000000,0.000000,63,133,544768,4681,0,112344,0,49152,544768,384,0,3619,2983,384,10,10696234844450362227,4341149020408712893,9082893827890345308,1.000000,133,384,57,394,10,10,10,10,10,0,0,0,0,0,0
