sample_start_ns,sample_end_ns,device,sectors_read_delta,read_bytes_delta,read_bandwidth_mbs,io_in_progress,avg_queue_depth,weighted_io_ms_delta
291057024629364,291057125124859,sda,0,0,0.000000,0,0.000000,0
291057125124859,291057225557956,sda,0,0,0.000000,0,0.000000,0
291057225557956,291057325883473,sda,0,0,0.000000,0,0.000000,0
291057325883473,291057426288303,sda,0,0,0.000000,0,0.000000,0
291057426288303,291057526677274,sda,0,0,0.000000,0,0.000000,0
291057526677274,291057627045960,sda,0,0,0.000000,0,0.000000,0
291057627045960,291057727377397,sda,0,0,0.000000,0,0.000000,0
291057727377397,291057827717850,sda,0,0,0.000000,0,0.000000,0
291057827717850,291057928071997,sda,0,0,0.000000,0,0.000000,0
291057928071997,291058028457833,sda,0,0,0.000000,0,0.000000,0
291058028457833,291058128833581,sda,0,0,0.000000,0,0.000000,0
291058128833581,291058229340929,sda,0,0,0.000000,0,0.000000,0
291058229340929,291058329792512,sda,0,0,0.000000,0,0.000000,0
291058329792512,291058430150204,sda,0,0,0.000000,0,0.000000,0
291058430150204,291058530522059,sda,0,0,0.000000,0,0.000000,0
291058530522059,291058630885689,sda,0,0,0.000000,0,0.000000,0
291058630885689,291058731217307,sda,0,0,0.000000,0,0.000000,0
291058731217307,291058831497110,sda,0,0,0.000000,0,0.000000,0
291058831497110,291058931819990,sda,0,0,0.000000,0,0.000000,0
291058931819990,291059032256925,sda,0,0,0.000000,0,0.000000,0
291059032256925,291059132657629,sda,0,0,0.000000,0,0.000000,0
291059132657629,291059233011220,sda,0,0,0.000000,0,0.000000,0
291059233011220,291059333328932,sda,0,0,0.000000,0,0.000000,0
291059333328932,291059433643450,sda,0,0,0.000000,0,0.000000,0
291059433643450,291059534010717,sda,0,0,0.000000,0,0.000000,0
291059534010717,291059634374914,sda,0,0,0.000000,0,0.000000,0
291059634374914,291059734700773,sda,0,0,0.000000,0,0.000000,0
291059734700773,291059835011451,sda,0,0,0.000000,0,0.000000,0
291059835011451,291059935390404,sda,0,0,0.000000,0,0.000000,0
291059935390404,291060035789635,sda,0,0,0.000000,0,0.000000,0
291060035789635,291060136149686,sda,0,0,0.000000,0,0.000000,0
291060136149686,291060236511617,sda,0,0,0.000000,0,0.000000,0
291060236511617,291060336833360,sda,0,0,0.000000,0,0.000000,0
291060336833360,291060437293082,sda,0,0,0.000000,0,0.000000,0
291060437293082,291060537665581,sda,0,0,0.000000,0,0.000000,0
291060537665581,291060638055577,sda,0,0,0.000000,0,0.000000,0
291060638055577,291060738398897,sda,0,0,0.000000,0,0.000000,0
291060738398897,291060838753303,sda,0,0,0.000000,0,0.000000,0
291060838753303,291060939114607,sda,0,0,0.000000,0,0.000000,0
291060939114607,291061039470784,sda,0,0,0.000000,0,0.000000,0
291061039470784,291061139830994,sda,0,0,0.000000,0,0.000000,0
291061139830994,291061240168346,sda,0,0,0.000000,0,0.000000,0
291061240168346,291061340531489,sda,0,0,0.000000,0,0.000000,0
291061340531489,291061440901029,sda,0,0,0.000000,0,0.000000,0
291061440901029,291061541271029,sda,0,0,0.000000,0,0.000000,0
