run_id,thread_count,io_threads,ssd_threads,query_id,thread_id,query_start_ns,query_end_ns,total_latency_ms,head_latency_ms,ex_latency_ms,io_issue_ms,io_wait_ms,batch_read_total_ms,posting_decode_ms,posting_parse_ms,distance_calc_ms,postings_touched,pages_read,requested_read_bytes,posting_elements_raw,metadata_read_bytes,code_logical_bytes,code_physical_bytes,payload_logical_bytes,payload_physical_bytes,distance_evaluated_count,duplicate_vector_count,coarse_candidate_count_before_dedupe,coarse_candidate_count_after_dedupe,rerank_candidate_count,final_result_count,coarse_candidate_hash,payload_page_hash,final_result_hash,recall,unique_payload_pages,payload_candidates,postings_with_payload,total_payload_page_spans,truth_count,coarse_recall,coarse_recall_after_dedupe,rerank_recall,final_recall,truth_recovered_by_head_result,truth_dropped_per_posting_topr,truth_dropped_global_topr,truth_dropped_rerank_topk,truth_missing_not_observed_in_scanned_posting,truth_missing_not_in_posting_reserved
run_1777697359259,1,4,1,0,0,132545717106942,132545762147296,45.040000,5.464000,39.576000,0.000000,0.000000,36.403876,0.000000,0.000000,0.000000,64,70,286720,3772,0,90528,0,16384,286720,128,0,1970,1675,128,10,17878448551505560693,4733389688113014416,5510982274495547000,0.800000,70,128,42,131,10,9,9,7,8,1,0,2,0,0,0
run_1777697359259,1,4,1,1,0,132545762148001,132545767110669,4.962000,0.664000,4.298000,0.000000,0.000000,2.537164,0.000000,0.000000,0.000000,64,78,319488,4437,0,106488,0,16384,319488,128,0,1961,1575,128,10,7969868998224354904,2798430653793331701,12119155649991693190,0.600000,78,128,47,130,10,8,8,6,6,0,0,2,0,2,0
run_1777697359259,1,4,1,2,0,132545767110860,132545770906195,3.795000,0.526000,3.269000,0.000000,0.000000,1.816920,0.000000,0.000000,0.000000,62,69,282624,3352,0,80448,0,16384,282624,128,0,1923,1463,128,10,8391249623984434238,11766140434058179881,1753450041554555693,1.000000,69,128,46,131,10,8,8,8,10,2,0,0,0,0,0
run_1777697359259,1,4,1,3,0,132545770906340,132545774148446,3.242000,0.507000,2.735000,0.000000,0.000000,1.434649,0.000000,0.000000,0.000000,64,53,217088,3006,0,72144,0,16384,217088,128,0,1890,1269,128,10,6832224272109343480,3645996055084281780,4641823814140805395,1.000000,53,128,38,133,10,8,8,8,10,2,0,0,0,0,0
run_1777697359259,1,4,1,4,0,132545774148649,132545777396390,3.247000,0.528000,2.719000,0.000000,0.000000,1.259217,0.000000,0.000000,0.000000,64,66,270336,3332,0,79968,0,16384,270336,128,0,1944,1548,128,10,9230935597320247396,11756428896561044103,9845628993621011519,1.000000,66,128,44,129,10,8,8,8,10,2,0,0,0,0,0
run_1777697359259,1,4,1,5,0,132545777396463,132545781022702,3.627000,0.422000,3.205000,0.000000,0.000000,1.586625,0.000000,0.000000,0.000000,64,70,286720,3803,0,91272,0,16384,286720,128,0,1966,1726,128,10,17332505060196951839,9222580611828953341,9473621523025909031,1.000000,70,128,39,130,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,6,0,132545781022883,132545784606857,3.584000,0.464000,3.120000,0.000000,0.000000,1.361714,0.000000,0.000000,0.000000,63,79,323584,4620,0,110880,0,16384,323584,128,0,2016,1676,128,10,8344825165119432402,4768965090927919409,7486269221713969345,0.800000,79,128,44,136,10,8,8,7,8,1,0,1,0,1,0
run_1777697359259,1,4,1,7,0,132545784607025,132545787308795,2.702000,0.475000,2.227000,0.000000,0.000000,0.941009,0.000000,0.000000,0.000000,64,52,212992,3274,0,78576,0,16384,212992,128,0,1977,1217,128,10,15285479539416997783,16739814359520341610,13059389407504471471,1.000000,52,128,36,133,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,8,0,132545787308865,132545790421328,3.112000,0.426000,2.686000,0.000000,0.000000,1.183512,0.000000,0.000000,0.000000,64,66,270336,3762,0,90288,0,16384,270336,128,0,1998,1703,128,10,5033766740037346188,8447271033605051709,15632417646018378426,0.800000,66,128,40,129,10,8,8,7,8,1,0,1,0,1,0
run_1777697359259,1,4,1,9,0,132545790421402,132545793608367,3.187000,0.417000,2.770000,0.000000,0.000000,1.291931,0.000000,0.000000,0.000000,64,75,307200,3585,0,86040,0,16384,307200,128,0,1999,1629,128,10,2168050226199638082,10960003826155487695,6483271845654854583,0.900000,75,128,48,131,10,7,7,7,9,2,0,0,0,1,0
run_1777697359259,1,4,1,10,0,132545793608441,132545796651380,3.043000,0.405000,2.638000,0.000000,0.000000,1.150168,0.000000,0.000000,0.000000,64,66,270336,3598,0,86352,0,16384,270336,128,0,1964,1685,128,10,8115526969841830916,2682609352329863408,16175488981327679171,1.000000,66,128,44,128,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,11,0,132545796651453,132545799971740,3.321000,0.531000,2.790000,0.000000,0.000000,1.313729,0.000000,0.000000,0.000000,64,73,299008,3689,0,88536,0,16384,299008,128,0,1967,1593,128,10,5654085736596386981,13909644926085478487,10796264798310434009,0.900000,73,128,47,128,10,9,9,8,9,1,0,1,0,0,0
run_1777697359259,1,4,1,12,0,132545799971838,132545803285002,3.313000,0.499000,2.814000,0.000000,0.000000,1.219002,0.000000,0.000000,0.000000,63,70,286720,4681,0,112344,0,16384,286720,128,0,2011,1571,128,10,15250966267377852601,13182669700876077449,14827238219105883042,1.000000,70,128,41,130,10,10,10,10,10,0,0,0,0,0,0
run_1777697359259,1,4,1,13,0,132545803285114,132545806412000,3.127000,0.457000,2.670000,0.000000,0.000000,1.174632,0.000000,0.000000,0.000000,64,69,282624,3763,0,90312,0,16384,282624,128,0,2027,1700,128,10,1399931720206504506,1800662201055143816,12883457859200210169,0.700000,69,128,45,134,10,9,9,7,7,0,0,2,0,1,0
run_1777697359259,1,4,1,14,0,132545806412107,132545809527311,3.115000,0.483000,2.632000,0.000000,0.000000,1.239444,0.000000,0.000000,0.000000,64,75,307200,4324,0,103776,0,16384,307200,128,0,2035,1653,128,10,4730787758234677104,10357643869139550730,10681822051105006996,0.900000,75,128,48,131,10,9,9,8,9,1,0,1,0,0,0
run_1777697359259,1,4,1,15,0,132545809527449,132545812176494,2.649000,0.434000,2.215000,0.000000,0.000000,1.008261,0.000000,0.000000,0.000000,63,62,253952,3379,0,81096,0,16384,253952,128,0,1923,1558,128,10,4887533275400135700,2567906783670628851,4557564152227392848,1.000000,62,128,44,130,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,16,0,132545812176537,132545815258225,3.082000,0.421000,2.661000,0.000000,0.000000,1.267146,0.000000,0.000000,0.000000,63,71,290816,5067,0,121608,0,16384,290816,128,0,1990,1535,128,10,11226107599898022816,14845562790065454842,7705804433885212304,0.800000,71,128,38,131,10,9,9,7,8,1,0,2,0,0,0
run_1777697359259,1,4,1,17,0,132545815258283,132545818247990,2.990000,0.393000,2.597000,0.000000,0.000000,1.238313,0.000000,0.000000,0.000000,64,79,323584,4749,0,113976,0,16384,323584,128,0,2023,1635,128,10,15622723909211144541,10357739912410598745,8072294856195806312,0.800000,79,128,46,131,10,7,7,6,8,2,0,1,0,1,0
run_1777697359259,1,4,1,18,0,132545818248132,132545821092546,2.844000,0.432000,2.412000,0.000000,0.000000,1.140494,0.000000,0.000000,0.000000,64,70,286720,3702,0,88848,0,16384,286720,128,0,1982,1697,128,10,2522156151322593208,9639310031091201627,2223182693699104112,0.700000,70,128,45,129,10,8,8,7,7,0,0,1,0,2,0
run_1777697359259,1,4,1,19,0,132545821092606,132545823776209,2.684000,0.367000,2.317000,0.000000,0.000000,1.019268,0.000000,0.000000,0.000000,64,66,270336,4472,0,107328,0,16384,270336,128,0,2031,1605,128,10,17342432884241017108,6934322761121194105,5361724090986766835,0.900000,66,128,45,130,10,10,10,9,9,0,0,1,0,0,0
run_1777697359259,1,4,1,20,0,132545823776295,132545826257026,2.481000,0.445000,2.036000,0.000000,0.000000,0.924925,0.000000,0.000000,0.000000,64,60,245760,3220,0,77280,0,16384,245760,128,0,1995,1434,128,10,477523024237527016,5481308058222490353,587817153515723792,1.000000,60,128,40,128,10,7,7,7,10,3,0,0,0,0,0
run_1777697359259,1,4,1,21,0,132545826257139,132545828751143,2.494000,0.441000,2.053000,0.000000,0.000000,0.923182,0.000000,0.000000,0.000000,64,56,229376,3201,0,76824,0,16384,229376,128,0,1985,1560,128,10,4545225932174210333,5176993159205593697,6562310445236575283,0.900000,56,128,36,129,10,8,8,7,9,2,0,1,0,0,0
run_1777697359259,1,4,1,22,0,132545828751259,132545831142130,2.391000,0.450000,1.941000,0.000000,0.000000,0.953216,0.000000,0.000000,0.000000,64,59,241664,2532,0,60768,0,16384,241664,128,0,1751,1349,128,10,11310693975314905539,3578260304826373305,3244439534582801211,0.900000,59,128,49,129,10,10,10,9,9,0,0,1,0,0,0
run_1777697359259,1,4,1,23,0,132545831142191,132545833978071,2.836000,0.432000,2.404000,0.000000,0.000000,1.156086,0.000000,0.000000,0.000000,64,69,282624,3605,0,86520,0,16384,282624,128,0,1995,1567,128,10,4020820669268869066,2250338615816921344,6275145729452311996,0.900000,69,128,49,128,10,9,9,8,9,1,0,1,0,0,0
run_1777697359259,1,4,1,24,0,132545833978131,132545836399574,2.421000,0.358000,2.063000,0.000000,0.000000,0.929101,0.000000,0.000000,0.000000,64,59,241664,2961,0,71064,0,16384,241664,128,0,1950,1644,128,10,11252941459923230844,5530483392441730876,7788106535976758496,0.900000,59,128,44,128,10,8,8,7,9,2,0,1,0,0,0
run_1777697359259,1,4,1,25,0,132545836399724,132545839276687,2.877000,0.483000,2.394000,0.000000,0.000000,1.258836,0.000000,0.000000,0.000000,63,70,286720,3225,0,77400,0,16384,286720,128,0,1944,1478,128,10,1190105152876289967,8504492972754404242,9356422568610721800,1.000000,70,128,45,130,10,7,7,7,10,3,0,0,0,0,0
run_1777697359259,1,4,1,26,0,132545839276744,132545842046153,2.769000,0.388000,2.381000,0.000000,0.000000,1.059150,0.000000,0.000000,0.000000,64,66,270336,4555,0,109320,0,16384,270336,128,0,2008,1570,128,10,2922048483907421544,5800813643184298658,2736933699077226247,1.000000,66,128,41,128,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,27,0,132545842046211,132545845604539,3.558000,0.403000,3.155000,0.000000,0.000000,1.961806,0.000000,0.000000,0.000000,64,67,274432,3916,0,93984,0,16384,274432,128,0,2006,1497,128,10,16350803473815855463,18430756791921842504,2075113633127771616,0.700000,67,128,44,131,10,10,10,7,7,0,0,3,0,0,0
run_1777697359259,1,4,1,28,0,132545845604826,132545848577404,2.972000,0.387000,2.585000,0.000000,0.000000,1.223826,0.000000,0.000000,0.000000,64,77,315392,4613,0,110712,0,16384,315392,128,0,2046,1544,128,10,287959225717957297,14346909175174495913,6693371699962418426,0.800000,77,128,49,129,10,9,9,7,8,1,0,2,0,0,0
run_1777697359259,1,4,1,29,0,132545848577603,132545850710084,2.132000,0.360000,1.772000,0.000000,0.000000,0.857397,0.000000,0.000000,0.000000,64,52,212992,2349,0,56376,0,16384,212992,128,0,1784,1172,128,10,12643252934853263559,9152882290195392536,7390568679066877612,0.800000,52,128,42,128,10,8,8,6,8,2,0,2,0,0,0
run_1777697359259,1,4,1,30,0,132545850710222,132545853101806,2.392000,0.356000,2.036000,0.000000,0.000000,0.934196,0.000000,0.000000,0.000000,64,60,245760,3173,0,76152,0,16384,245760,128,0,1965,1579,128,10,17810092870185048878,16413210512640318130,7589212718370095377,1.000000,60,128,44,130,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,31,0,132545853101981,132545855736608,2.634000,0.352000,2.282000,0.000000,0.000000,1.124405,0.000000,0.000000,0.000000,64,71,290816,3531,0,84744,0,16384,290816,128,0,1928,1605,128,10,6695810926612833535,10046639249425407885,7629344251812945643,1.000000,71,128,45,129,10,8,8,8,10,2,0,0,0,0,0
run_1777697359259,1,4,1,32,0,132545855736666,132545858451610,2.714000,0.375000,2.339000,0.000000,0.000000,1.172170,0.000000,0.000000,0.000000,64,71,290816,3285,0,78840,0,16384,290816,128,0,1928,1507,128,10,2877291917540853221,11413995793929700576,16927897298415910367,1.000000,71,128,46,129,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,33,0,132545858451668,132545861026696,2.575000,0.427000,2.148000,0.000000,0.000000,1.115831,0.000000,0.000000,0.000000,64,68,278528,2690,0,64560,0,16384,278528,128,0,1844,1352,128,10,10791222469389036552,7671362217081355297,6330870621314999899,0.900000,68,128,49,133,10,9,9,8,9,1,0,1,0,0,0
run_1777697359259,1,4,1,34,0,132545861026754,132545863820788,2.794000,0.380000,2.414000,0.000000,0.000000,1.099596,0.000000,0.000000,0.000000,64,66,270336,4539,0,108936,0,16384,270336,128,0,2035,1678,128,10,6471404798155047086,7770530198792413465,12769062580840856709,0.900000,66,128,41,128,10,10,10,9,9,0,0,1,0,0,0
run_1777697359259,1,4,1,35,0,132545863820851,132545866419171,2.598000,0.390000,2.208000,0.000000,0.000000,0.974400,0.000000,0.000000,0.000000,64,64,262144,3954,0,94896,0,16384,262144,128,0,1968,1615,128,10,4375758280177365900,9460284203661678305,6733233903607380402,1.000000,64,128,44,128,10,9,9,9,10,1,0,0,0,0,0
run_1777697359259,1,4,1,36,0,132545866419276,132545869435517,3.016000,0.376000,2.640000,0.000000,0.000000,1.370210,0.000000,0.000000,0.000000,63,81,331776,3862,0,92688,0,16384,331776,128,0,1943,1648,128,10,11399498639788533324,1676440693616651853,17213615008458371195,0.800000,81,128,47,135,10,9,9,7,8,1,0,2,0,0,0
