sample_start_ns,sample_end_ns,cpu_idle_percent,cpu_iowait_percent,total_jiffies_delta,idle_jiffies_delta,iowait_jiffies_delta
206426834726042,206426935122188,79.113924,0.632911,158,125,1
206426935122188,206427035570025,80.769231,0.000000,156,126,0
206427035570025,206427135914729,79.245283,0.000000,159,126,0
206427135914729,206427236329055,86.875000,0.000000,160,139,0
206427236329055,206427336702971,93.750000,0.000000,160,150,0
206427336702971,206427437091913,93.710692,0.000000,159,149,0
206427437091913,206427538045181,62.195122,0.000000,164,102,0
206427538045181,206427639029710,0.000000,0.000000,161,0,0
206427639029710,206427739982655,0.000000,0.000000,162,0,0
206427739982655,206427841044200,0.000000,0.000000,162,0,0
206427841044200,206427943060289,1.226994,0.000000,163,2,0
206427943060289,206428045046566,0.617284,0.000000,162,1,0
206428045046566,206428146052452,1.851852,0.000000,162,3,0
206428146052452,206428247899272,1.226994,0.000000,163,2,0
206428247899272,206428350057178,0.617284,0.000000,162,1,0
206428350057178,206428453068698,0.609756,0.000000,164,1,0
206428453068698,206428558071699,0.595238,0.000000,168,1,0
206428558071699,206428660582860,1.219512,0.000000,164,2,0
206428660582860,206428763054598,0.000000,0.000000,164,0,0
206428763054598,206428865540640,0.613497,0.000000,163,1,0
206428865540640,206428968060674,0.609756,0.000000,164,1,0
206428968060674,206429071061683,0.602410,0.000000,166,1,0
206429071061683,206429176120736,0.602410,0.000000,166,1,0
206429176120736,206429278363689,0.609756,0.609756,164,1,1
206429278363689,206429381050437,0.000000,0.000000,165,0,0
206429381050437,206429483970994,0.606061,0.000000,165,1,0
206429483970994,206429586465737,1.242236,0.000000,161,2,0
206429586465737,206429689055151,0.000000,0.000000,164,0,0
206429689055151,206429796086493,1.176471,0.000000,170,2,0
206429796086493,206429898484482,0.613497,0.000000,163,1,0
206429898484482,206430000860365,0.602410,0.602410,166,1,1
206430000860365,206430104078133,1.219512,0.609756,164,2,1
206430104078133,206430209058713,0.595238,0.000000,168,1,0
206430209058713,206430312063102,1.219512,0.000000,164,2,0
206430312063102,206430413876315,1.226994,0.000000,163,2,0
206430413876315,206430517252792,0.000000,0.000000,162,0,0
206430517252792,206430618490450,1.219512,0.609756,164,2,1
206430618490450,206430721064358,0.613497,0.000000,163,1,0
206430721064358,206430824080773,0.606061,0.000000,165,1,0
206430824080773,206430927077589,0.609756,0.000000,164,1,0
206430927077589,206431030071683,0.609756,0.000000,164,1,0
206431030071683,206431133085303,0.602410,0.000000,166,1,0
206431133085303,206431236086870,0.617284,0.000000,162,1,0
206431236086870,206431338085474,0.606061,0.000000,165,1,0
206431338085474,206431441084632,0.609756,0.000000,164,1,0
206431441084632,206431544069273,0.606061,0.000000,165,1,0
206431544069273,206431646346005,1.851852,0.617284,162,3,1
206431646346005,206431748294199,0.617284,0.000000,162,1,0
206431748294199,206431852063638,1.807229,0.000000,166,3,0
206431852063638,206431956080424,0.602410,0.000000,166,1,0
206431956080424,206432059079395,0.609756,0.000000,164,1,0
206432059079395,206432162074393,0.606061,0.000000,165,1,0
206432162074393,206432265076061,0.000000,0.000000,164,0,0
206432265076061,206432368070097,0.609756,0.000000,164,1,0
206432368070097,206432470405658,0.609756,0.000000,164,1,0
206432470405658,206432573076071,0.617284,0.000000,162,1,0
206432573076071,206432676050603,0.609756,0.000000,164,1,0
206432676050603,206432778073726,0.609756,0.000000,164,1,0
206432778073726,206432884948246,0.000000,0.000000,171,0,0
206432884948246,206432989072969,0.606061,0.000000,165,1,0
206432989072969,206433094074520,1.190476,0.000000,168,2,0
206433094074520,206433197067023,0.000000,0.000000,164,0,0
206433197067023,206433300075871,0.606061,0.000000,165,1,0
206433300075871,206433403083110,0.613497,0.000000,163,1,0
206433403083110,206433506059841,0.606061,0.000000,165,1,0
206433506059841,206433611080919,0.591716,0.000000,169,1,0
206433611080919,206433713465266,0.617284,0.000000,162,1,0
206433713465266,206433816079331,0.609756,0.000000,164,1,0
206433816079331,206433919075191,1.212121,0.000000,165,2,0
206433919075191,206434022077451,0.609756,0.000000,164,1,0
206434022077451,206434125081275,0.609756,0.000000,164,1,0
206434125081275,206434228075223,0.609756,0.000000,164,1,0
206434228075223,206434330046050,0.617284,0.000000,162,1,0
206434330046050,206434432079301,0.609756,0.000000,164,1,0
206434432079301,206434535078111,0.606061,0.606061,165,1,1
206434535078111,206434637080798,0.613497,0.000000,163,1,0
206434637080798,206434742079738,1.796407,0.000000,167,3,0
206434742079738,206434845061507,0.606061,0.000000,165,1,0
206434845061507,206434948075447,0.609756,0.000000,164,1,0
206434948075447,206435051085163,0.609756,0.000000,164,1,0
206435051085163,206435154076980,0.606061,0.000000,165,1,0
206435154076980,206435258766844,1.197605,0.000000,167,2,0
206435258766844,206435361063704,0.613497,0.000000,163,1,0
206435361063704,206435464074508,0.606061,0.000000,165,1,0
206435464074508,206435566067581,1.234568,0.000000,162,2,0
206435566067581,206435669064124,0.609756,0.000000,164,1,0
206435669064124,206435771417727,1.226994,0.000000,163,2,0
206435771417727,206435874074885,1.226994,0.000000,163,2,0
206435874074885,206435977079189,0.000000,0.000000,165,0,0
206435977079189,206436080064551,1.796407,0.000000,167,3,0
206436080064551,206436185074824,0.000000,0.000000,163,0,0
206436185074824,206436288067453,2.424242,0.606061,165,4,1
206436288067453,206436391072996,0.606061,0.000000,165,1,0
206436391072996,206436494067997,0.609756,0.000000,164,1,0
206436494067997,206436596363804,1.234568,0.000000,162,2,0
206436596363804,206436698754606,0.000000,0.000000,165,0,0
206436698754606,206436802062220,1.840491,0.000000,163,3,0
206436802062220,206436905070600,0.000000,0.000000,165,0,0
206436905070600,206437007532881,1.226994,0.000000,163,2,0
206437007532881,206437110055102,0.000000,0.000000,164,0,0
206437110055102,206437217074775,0.581395,0.000000,172,1,0
206437217074775,206437319386933,0.000000,0.000000,162,0,0
206437319386933,206437421054624,0.621118,0.000000,161,1,0
206437421054624,206437522586146,0.609756,0.000000,164,1,0
206437522586146,206437626079229,0.000000,0.000000,165,0,0
206437626079229,206437732121662,0.584795,0.584795,171,1,1
206437732121662,206437834433035,0.617284,0.000000,162,1,0
206437834433035,206437937083520,0.609756,0.000000,164,1,0
206437937083520,206438040069791,0.609756,0.000000,164,1,0
206438040069791,206438145056419,0.591716,0.000000,169,1,0
206438145056419,206438248074037,1.219512,0.000000,164,2,0
206438248074037,206438351071605,0.000000,0.000000,163,0,0
206438351071605,206438454061973,0.606061,0.000000,165,1,0
206438454061973,206438557065548,0.000000,0.000000,165,0,0
206438557065548,206438660207855,0.606061,0.000000,165,1,0
206438660207855,206438765122180,1.204819,0.000000,166,2,0
206438765122180,206438866762537,1.226994,0.000000,163,2,0
206438866762537,206438969065971,0.613497,0.000000,163,1,0
206438969065971,206439071489233,0.617284,0.000000,162,1,0
206439071489233,206439174063271,0.606061,0.000000,165,1,0
206439174063271,206439276326294,0.613497,0.000000,163,1,0
206439276326294,206439378958620,1.219512,0.000000,164,2,0
206439378958620,206439482078211,0.602410,0.000000,166,1,0
206439482078211,206439585058223,0.609756,0.000000,164,1,0
206439585058223,206439688081907,0.606061,0.000000,165,1,0
206439688081907,206439790788514,0.617284,0.000000,162,1,0
206439790788514,206439894084255,0.609756,0.000000,164,1,0
206439894084255,206439997072126,1.818182,0.606061,165,3,1
206439997072126,206440099477261,1.234568,0.000000,162,2,0
206440099477261,206440202062707,0.606061,0.000000,165,1,0
206440202062707,206440304052674,0.000000,0.000000,162,0,0
206440304052674,206440407065431,0.609756,0.000000,164,1,0
206440407065431,206440510064066,0.606061,0.606061,165,1,1
206440510064066,206440613056929,0.617284,0.000000,162,1,0
206440613056929,206440716102664,0.000000,0.000000,167,0,0
206440716102664,206440823078504,1.176471,0.000000,170,2,0
206440823078504,206440925393341,0.613497,0.000000,163,1,0
206440925393341,206441031091705,0.584795,0.584795,171,1,1
206441031091705,206441135070401,0.606061,0.000000,165,1,0
206441135070401,206441238080982,0.000000,0.000000,165,0,0
206441238080982,206441341072910,0.000000,0.000000,163,0,0
206441341072910,206441444069701,0.613497,0.000000,163,1,0
206441444069701,206441546071553,0.602410,0.000000,166,1,0
206441546071553,206441649065299,0.000000,0.000000,163,0,0
206441649065299,206441752068264,1.818182,0.000000,165,3,0
206441752068264,206441855072725,0.609756,0.000000,164,1,0
206441855072725,206441958071264,0.613497,0.000000,163,1,0
206441958071264,206442061074242,0.609756,0.000000,164,1,0
206442061074242,206442163608545,1.226994,0.000000,163,2,0
206442163608545,206442266067256,0.609756,0.000000,164,1,0
206442266067256,206442369074840,0.000000,0.000000,164,0,0
206442369074840,206442472076157,0.602410,0.000000,166,1,0
206442472076157,206442575087652,0.609756,0.609756,164,1,1
206442575087652,206442678073577,0.602410,0.000000,166,1,0
206442678073577,206442781068619,1.226994,0.000000,163,2,0
206442781068619,206442884051292,0.609756,0.000000,164,1,0
206442884051292,206442987065713,0.609756,0.000000,164,1,0
206442987065713,206443089618428,0.609756,0.000000,164,1,0
206443089618428,206443191902286,1.219512,0.000000,164,2,0
206443191902286,206443294274402,0.617284,0.000000,162,1,0
206443294274402,206443397077385,0.613497,0.000000,163,1,0
206443397077385,206443503080434,2.366864,0.000000,169,4,0
206443503080434,206443609607861,0.000000,0.000000,169,0,0
206443609607861,206443712065944,2.469136,0.000000,162,4,0
206443712065944,206443814044023,0.617284,0.000000,162,1,0
206443814044023,206443916066325,2.439024,0.000000,164,4,0
206443916066325,206444019061579,0.613497,0.000000,163,1,0
206444019061579,206444121345791,1.212121,0.606061,165,2,1
206444121345791,206444224076688,0.613497,0.000000,163,1,0
206444224076688,206444327068774,1.219512,0.000000,164,2,0
206444327068774,206444430081560,0.606061,0.000000,165,1,0
206444430081560,206444532509385,1.840491,0.000000,163,3,0
206444532509385,206444635054935,0.613497,0.000000,163,1,0
206444635054935,206444738085353,0.606061,0.000000,165,1,0
206444738085353,206444842106694,0.602410,0.000000,166,1,0
206444842106694,206444945092144,1.212121,0.000000,165,2,0
206444945092144,206445047715923,1.176471,0.000000,170,2,0
206445047715923,206445154544046,0.617284,0.000000,162,1,0
206445154544046,206445257073337,1.226994,0.000000,163,2,0
206445257073337,206445360078993,1.212121,0.000000,165,2,0
206445360078993,206445463077890,0.609756,0.000000,164,1,0
206445463077890,206445566072046,1.219512,0.000000,164,2,0
206445566072046,206445669079209,1.212121,0.000000,165,2,0
206445669079209,206445772077305,0.606061,0.000000,165,1,0
206445772077305,206445875072510,1.226994,0.000000,163,2,0
206445875072510,206445979662379,0.606061,0.000000,165,1,0
206445979662379,206446081982837,1.807229,0.602410,166,3,1
206446081982837,206446186073739,1.212121,0.000000,165,2,0
206446186073739,206446289062650,1.219512,0.000000,164,2,0
206446289062650,206446392075702,0.602410,0.000000,166,1,0
206446392075702,206446495053225,1.226994,0.000000,163,2,0
206446495053225,206446597879642,0.606061,0.000000,165,1,0
206446597879642,206446700051796,1.250000,0.000000,160,2,0
206446700051796,206446802049958,0.609756,0.000000,164,1,0
206446802049958,206446904054909,1.226994,0.613497,163,2,1
206446904054909,206447006459549,0.617284,0.000000,162,1,0
206447006459549,206447108060751,1.219512,0.000000,164,2,0
206447108060751,206447210690190,1.234568,0.000000,162,2,0
206447210690190,206447315069444,0.000000,0.000000,166,0,0
206447315069444,206447418130008,0.609756,0.000000,164,1,0
206447418130008,206447520317164,0.000000,0.000000,163,0,0
206447520317164,206447623058187,1.818182,0.000000,165,3,0
206447623058187,206447726070434,0.606061,0.000000,165,1,0
206447726070434,206447828758524,1.242236,0.000000,161,2,0
206447828758524,206447933067262,0.598802,0.000000,167,1,0
206447933067262,206448036082690,1.212121,0.000000,165,2,0
206448036082690,206448139071400,1.219512,0.609756,164,2,1
206448139071400,206448242072560,0.606061,0.000000,165,1,0
206448242072560,206448343974893,1.226994,0.000000,163,2,0
206448343974893,206448446163698,0.613497,0.000000,163,1,0
206448446163698,206448549068045,0.613497,0.000000,163,1,0
206448549068045,206448652071224,0.609756,0.000000,164,1,0
206448652071224,206448755072516,1.818182,0.000000,165,3,0
206448755072516,206448858076582,0.609756,0.000000,164,1,0
206448858076582,206448961071213,1.829268,0.000000,164,3,0
206448961071213,206449064074755,0.606061,0.000000,165,1,0
206449064074755,206449167070157,0.609756,0.000000,164,1,0
206449167070157,206449270075988,0.609756,0.000000,164,1,0
206449270075988,206449373108668,0.606061,0.000000,165,1,0
206449373108668,206449477070896,0.606061,0.000000,165,1,0
206449477070896,206449578769453,1.242236,0.000000,161,2,0
206449578769453,206449681060126,1.829268,0.609756,164,3,1
206449681060126,206449783479107,0.613497,0.000000,163,1,0
206449783479107,206449889922026,1.169591,0.000000,171,2,0
206449889922026,206449992282205,0.621118,0.000000,161,1,0
206449992282205,206450095072851,1.226994,0.000000,163,2,0
206450095072851,206450196319061,2.484472,0.621118,161,4,1
206450196319061,206450299059900,2.469136,0.000000,162,4,0
206450299059900,206450401119836,1.219512,1.219512,164,2,2
206450401119836,206450504729475,2.424242,1.818182,165,4,3
206450504729475,206450607804041,0.602410,0.000000,166,1,0
206450607804041,206450710850361,0.609756,0.000000,164,1,0
206450710850361,206450813088808,1.226994,0.000000,163,2,0
206450813088808,206450916072967,0.609756,0.000000,164,1,0
206450916072967,206451019074971,2.424242,1.212121,165,4,2
206451019074971,206451122076561,0.609756,0.000000,164,1,0
206451122076561,206451225079444,1.226994,0.000000,163,2,0
206451225079444,206451328076708,0.602410,0.000000,166,1,0
206451328076708,206451431069385,1.234568,0.000000,162,2,0
206451431069385,206451534077302,0.602410,0.000000,166,1,0
206451534077302,206451637080361,0.609756,0.000000,164,1,0
206451637080361,206451740084865,0.609756,0.000000,164,1,0
206451740084865,206451843057703,0.609756,0.000000,164,1,0
206451843057703,206451948297269,1.197605,0.000000,167,2,0
206451948297269,206452051081183,0.606061,0.000000,165,1,0
206452051081183,206452154087521,0.609756,0.000000,164,1,0
206452154087521,206452257073050,0.000000,0.000000,164,0,0
